integers,isFlare
-0.3100000023841858,0.0
-0.12999999523162842,0.0
-0.36000001430511475,0.0
0.20000000298023224,0.0
0.75,0.0
0.9300000071525574,0.0
0.5299999713897705,0.0
0.949999988079071,0.0
1.440000057220459,0.0
0.44999998807907104,0.0
-0.7699999809265137,0.0
-1.8799999952316284,0.0
-0.05000000074505806,0.0
3.25,0.0
3.4600000381469727,0.0
0.8199999928474426,0.0
-0.7200000286102295,0.0
-0.5099999904632568,0.0
0.7200000286102295,0.0
0.5299999713897705,0.0
0.7300000190734863,0.0
1.1299999952316284,0.0
1.7000000476837158,0.0
2.8299999237060547,0.0
1.6699999570846558,0.0
1.2300000190734863,0.0
-0.7799999713897705,0.0
-0.6800000071525574,0.0
0.05000000074505806,0.0
0.11999999731779099,0.0
0.14000000059604645,0.0
0.6100000143051147,0.0
1.5099999904632568,0.0
1.590000033378601,0.0
1.8600000143051147,0.0
0.5600000023841858,0.0
1.0099999904632568,0.0
1.350000023841858,0.0
1.0,0.0
0.4300000071525574,0.0
-0.6800000071525574,0.0
0.9100000262260437,0.0
-0.8100000023841858,0.0
-1.5700000524520874,0.0
-0.4300000071525574,0.0
-2.9600000381469727,0.0
-2.200000047683716,0.0
-1.8300000429153442,0.0
-1.75,0.0
-2.140000104904175,0.0
-2.0299999713897705,0.0
-1.7200000286102295,0.0
1.1799999475479126,0.0
0.7900000214576721,0.0
0.20000000298023224,0.0
0.23999999463558197,0.0
0.4000000059604645,0.0
-2.2100000381469727,0.0
-0.9100000262260437,0.0
0.38999998569488525,0.0
1.25,0.0
1.809999942779541,0.0
1.8700000047683716,0.0
1.1299999952316284,0.0
0.8199999928474426,0.0
1.6100000143051147,0.0
0.4300000071525574,0.0
2.4600000381469727,0.0
3.890000104904175,0.0
4.539999961853027,0.0
4.579999923706055,0.0
3.9000000953674316,0.0
3.6500000953674316,0.0
3.799999952316284,0.0
3.7799999713897705,0.0
2.2899999618530273,0.0
2.759999990463257,0.0
3.259999990463257,0.0
2.4600000381469727,0.0
2.2899999618530273,0.0
2.2899999618530273,0.0
2.7899999618530273,0.0
3.119999885559082,0.0
2.619999885559082,0.0
2.3299999237060547,0.0
2.190000057220459,0.0
1.590000033378601,0.0
0.8500000238418579,0.0
0.6899999976158142,0.0
-0.6800000071525574,0.0
-0.23000000417232513,0.0
-0.75,0.0
1.9600000381469727,0.0
1.6699999570846558,0.0
1.5499999523162842,0.0
0.9200000166893005,0.0
-0.09000000357627869,0.0
-1.4500000476837158,0.0
-2.2200000286102295,0.0
-2.9600000381469727,0.0
-3.5399999618530273,0.0
-1.840000033378601,0.0
-1.9700000286102295,0.0
-2.369999885559082,0.0
-2.609999895095825,0.0
-2.359999895095825,0.0
-2.6500000953674316,0.0
-2.390000104904175,0.0
-2.0299999713897705,0.0
-1.809999942779541,0.0
-3.190000057220459,0.0
-3.369999885559082,0.0
-2.509999990463257,0.0
-2.6600000858306885,0.0
-2.4100000858306885,0.0
-2.8399999141693115,0.0
-2.3399999141693115,0.0
-2.640000104904175,0.0
-2.700000047683716,0.0
-3.4800000190734863,0.0
-2.3499999046325684,0.0
-2.7799999713897705,0.0
-3.0399999618530273,0.0
-3.1600000858306885,0.0
-3.1500000953674316,0.0
-2.859999895095825,0.0
-2.559999942779541,0.0
-2.3499999046325684,0.0
-2.3399999141693115,0.0
-2.319999933242798,0.0
-2.7699999809265137,0.0
-3.1500000953674316,0.0
-3.3499999046325684,0.0
-3.259999990463257,0.0
-3.109999895095825,0.0
-2.9800000190734863,0.0
-2.869999885559082,0.0
-3.0,0.0
-3.130000114440918,0.0
-3.140000104904175,0.0
-3.2799999713897705,0.0
-3.4100000858306885,0.0
-3.319999933242798,0.0
-3.4000000953674316,0.0
-3.5,0.0
-3.4700000286102295,0.0
-3.509999990463257,0.0
-3.4800000190734863,0.0
-3.2799999713897705,0.0
-3.609999895095825,0.0
-3.869999885559082,0.0
-4.070000171661377,0.0
-4.130000114440918,0.0
-3.6600000858306885,0.0
-3.759999990463257,0.0
-3.700000047683716,0.0
-3.559999942779541,0.0
-3.640000104904175,0.0
-3.369999885559082,0.0
-1.940000057220459,0.0
-1.6100000143051147,0.0
-1.350000023841858,0.0
-2.009999990463257,0.0
-2.2200000286102295,0.0
-2.380000114440918,0.0
-2.569999933242798,0.0
-1.899999976158142,0.0
-2.559999942779541,0.0
-2.490000009536743,0.0
-2.5899999141693115,0.0
-2.5799999237060547,0.0
-2.5,0.0
-1.5700000524520874,0.0
-1.6200000047683716,0.0
-2.190000057220459,0.0
-1.559999942779541,0.0
-0.949999988079071,0.0
-1.2699999809265137,0.0
-1.3300000429153442,0.0
-1.6200000047683716,0.0
-1.850000023841858,0.0
-1.6200000047683716,0.0
-1.940000057220459,0.0
-1.809999942779541,0.0
-2.240000009536743,0.0
-0.9300000071525574,0.0
-0.9399999976158142,0.0
-0.8500000238418579,0.0
-1.059999942779541,0.0
-1.2999999523162842,0.0
-1.9900000095367432,0.0
-1.659999966621399,0.0
-1.6699999570846558,0.0
-1.0700000524520874,0.0
-1.6299999952316284,0.0
-1.4700000286102295,0.0
-1.7899999618530273,0.0
-1.7899999618530273,0.0
-2.0999999046325684,0.0
-1.7799999713897705,0.0
-1.5800000429153442,0.0
-1.4700000286102295,0.0
-0.9800000190734863,0.0
-0.5299999713897705,0.0
-0.5699999928474426,0.0
-0.6700000166893005,0.0
-0.8100000023841858,0.0
-0.7599999904632568,0.0
0.7099999785423279,0.0
1.3600000143051147,0.0
-0.23999999463558197,0.0
-0.699999988079071,0.0
-1.1200000047683716,0.0
-1.340000033378601,0.0
-1.1399999856948853,0.0
-1.2300000190734863,0.0
-1.1200000047683716,0.0
-1.4600000381469727,0.0
-1.7100000381469727,0.0
-2.0,0.0
-2.1500000953674316,0.0
-1.9900000095367432,0.0
-1.2799999713897705,0.0
-2.130000114440918,0.0
-2.6500000953674316,0.0
-3.0799999237060547,0.0
-2.9100000858306885,0.0
-2.380000114440918,0.0
-1.909999966621399,0.0
-1.559999942779541,0.0
-2.1600000858306885,0.0
-1.8700000047683716,0.0
-1.0399999618530273,0.0
-0.9399999976158142,0.0
-1.0499999523162842,0.0
-0.9100000262260437,0.0
-2.259999990463257,0.0
-2.630000114440918,0.0
-2.8299999237060547,0.0
-2.6700000762939453,0.0
-2.9800000190734863,0.0
-4.010000228881836,0.0
-3.619999885559082,0.0
-2.319999933242798,0.0
-2.809999942779541,0.0
-4.03000020980835,0.0
-4.690000057220459,0.0
-4.539999961853027,0.0
-4.489999771118164,0.0
-4.760000228881836,0.0
-3.740000009536743,0.0
-2.109999895095825,0.0
-0.8999999761581421,0.0
0.7099999785423279,0.0
-0.14000000059604645,0.0
0.5699999928474426,0.0
0.12999999523162842,0.0
0.019999999552965164,0.0
0.05000000074505806,0.0
0.30000001192092896,0.0
-0.5,0.0
-0.47999998927116394,0.0
-0.6000000238418579,0.0
-0.8199999928474426,0.0
-0.7900000214576721,0.0
-1.0299999713897705,0.0
-0.9100000262260437,0.0
-0.8999999761581421,0.0
-0.6800000071525574,0.0
-1.5700000524520874,0.0
-1.2300000190734863,0.0
-1.6399999856948853,0.0
-0.5,0.0
-1.1299999952316284,0.0
-0.03999999910593033,0.0
-0.17000000178813934,0.0
0.14000000059604645,0.0
-1.0099999904632568,0.0
-0.6499999761581421,0.0
0.019999999552965164,0.0
-0.14000000059604645,0.0
-0.029999999329447746,0.0
-0.5799999833106995,0.0
-0.14000000059604645,0.0
-0.029999999329447746,0.0
-0.17000000178813934,0.0
-0.12999999523162842,0.0
-0.20999999344348907,0.0
-0.3400000035762787,0.0
-0.7900000214576721,0.0
-0.4399999976158142,0.0
-0.3100000023841858,0.0
-0.550000011920929,0.0
-0.7400000095367432,0.0
-0.5299999713897705,0.0
-0.9700000286102295,0.0
-1.2999999523162842,0.0
-1.159999966621399,0.0
-1.3300000429153442,0.0
-1.1399999856948853,0.0
-0.7699999809265137,0.0
-0.38999998569488525,0.0
-0.8700000047683716,0.0
-1.149999976158142,0.0
-1.659999966621399,0.0
-1.3200000524520874,0.0
-1.159999966621399,0.0
-1.399999976158142,0.0
-1.2999999523162842,0.0
-1.0499999523162842,0.0
-0.6499999761581421,0.0
-0.15000000596046448,0.0
-0.23999999463558197,0.0
0.4099999964237213,0.0
-0.4300000071525574,0.0
-0.7799999713897705,0.0
-1.059999942779541,0.0
-0.9800000190734863,0.0
-1.059999942779541,0.0
-1.0199999809265137,0.0
-1.1200000047683716,0.0
-1.340000033378601,0.0
-1.3700000047683716,0.0
-1.75,0.0
-1.940000057220459,0.0
-2.009999990463257,0.0
-2.450000047683716,0.0
-2.9200000762939453,0.0
-2.049999952316284,0.0
-2.0399999618530273,0.0
-2.4100000858306885,0.0
-2.450000047683716,0.0
-2.5799999237060547,0.0
-2.5,0.0
-2.640000104904175,0.0
-2.6500000953674316,0.0
-2.549999952316284,0.0
-2.640000104904175,0.0
-2.9200000762939453,0.0
-3.119999885559082,0.0
-3.009999990463257,0.0
-3.069999933242798,0.0
-2.869999885559082,0.0
-2.5999999046325684,0.0
-2.740000009536743,0.0
-2.7799999713897705,0.0
-1.9500000476837158,0.0
-2.009999990463257,0.0
-2.640000104904175,0.0
-2.390000104904175,0.0
-2.5299999713897705,0.0
-1.059999942779541,0.0
-0.5699999928474426,0.0
-0.25999999046325684,0.0
-0.5199999809265137,0.0
0.6600000262260437,0.0
0.15000000596046448,0.0
0.8199999928474426,0.0
1.350000023841858,0.0
0.14000000059604645,0.0
-0.14000000059604645,0.0
-0.36000001430511475,0.0
-0.3199999928474426,0.0
-1.149999976158142,0.0
-1.6200000047683716,0.0
-1.8700000047683716,0.0
-2.0299999713897705,0.0
-1.7999999523162842,0.0
-2.240000009536743,0.0
-2.609999895095825,0.0
-1.7999999523162842,0.0
-2.9600000381469727,0.0
-3.9200000762939453,0.0
-4.179999828338623,0.0
-4.010000228881836,0.0
-3.619999885559082,0.0
-3.6600000858306885,0.0
-2.2899999618530273,0.0
-2.4800000190734863,0.0
-2.6500000953674316,0.0
-2.7100000381469727,0.0
-2.890000104904175,0.0
-3.009999990463257,0.0
-2.7899999618530273,0.0
-2.740000009536743,0.0
-3.069999933242798,0.0
-3.0999999046325684,0.0
-3.0399999618530273,0.0
-3.0899999141693115,0.0
-3.2200000286102295,0.0
-3.450000047683716,0.0
-3.4100000858306885,0.0
-3.180000066757202,0.0
-2.75,0.0
-2.690000057220459,0.0
-2.619999885559082,0.0
-2.8299999237060547,0.0
-2.9200000762939453,0.0
-3.119999885559082,0.0
-3.009999990463257,0.0
-2.819999933242798,0.0
-2.1600000858306885,0.0
-2.309999942779541,0.0
-2.7200000286102295,0.0
-2.819999933242798,0.0
-2.680000066757202,0.0
-2.549999952316284,0.0
-0.8600000143051147,0.0
-0.09000000357627869,0.0
-0.009999999776482582,0.0
0.23999999463558197,0.0
-0.17000000178813934,0.0
-0.15000000596046448,0.0
0.09000000357627869,0.0
0.5699999928474426,0.0
0.8600000143051147,0.0
-0.15000000596046448,0.0
-0.05999999865889549,0.0
0.5099999904632568,0.0
1.090000033378601,0.0
0.7799999713897705,0.0
0.7099999785423279,0.0
0.7200000286102295,0.0
1.2400000095367432,0.0
2.009999990463257,0.0
1.7000000476837158,0.0
1.3600000143051147,0.0
1.690000057220459,0.0
1.9900000095367432,0.0
2.359999895095825,0.0
2.3399999141693115,0.0
2.5999999046325684,0.0
2.059999942779541,0.0
2.049999952316284,0.0
1.9199999570846558,0.0
1.9299999475479126,0.0
2.009999990463257,0.0
2.0399999618530273,0.0
-0.05999999865889549,0.0
-0.46000000834465027,0.0
-0.3499999940395355,0.0
1.059999942779541,0.0
0.949999988079071,0.0
0.3100000023841858,0.0
-0.6800000071525574,0.0
-0.33000001311302185,0.0
2.369999885559082,0.0
1.3799999952316284,0.0
1.7400000095367432,0.0
1.4700000286102295,0.0
-2.4000000953674316,0.0
0.9900000095367432,0.0
-0.03999999910593033,0.0
0.41999998688697815,0.0
1.0499999523162842,0.0
2.7300000190734863,0.0
3.4200000762939453,0.0
2.7799999713897705,0.0
2.859999895095825,0.0
2.440000057220459,0.0
2.3299999237060547,0.0
1.3600000143051147,0.0
1.7300000190734863,0.0
0.4300000071525574,0.0
1.2799999713897705,0.0
2.319999933242798,0.0
2.0,0.0
1.8200000524520874,0.0
2.2699999809265137,0.0
2.1600000858306885,0.0
1.2699999809265137,0.0
1.0099999904632568,0.0
0.03999999910593033,0.0
1.0099999904632568,0.0
0.11999999731779099,0.0
-0.05999999865889549,0.0
-1.909999966621399,0.0
-1.899999976158142,0.0
-2.2300000190734863,0.0
-1.909999966621399,0.0
-2.2100000381469727,0.0
-1.7000000476837158,0.0
-2.0199999809265137,0.0
-3.200000047683716,0.0
-3.5999999046325684,0.0
-3.819999933242798,0.0
-3.799999952316284,0.0
-4.119999885559082,0.0
-3.619999885559082,0.0
-4.079999923706055,0.0
-4.559999942779541,0.0
-3.309999942779541,0.0
-2.240000009536743,0.0
-1.6100000143051147,0.0
-1.7799999713897705,0.0
-1.440000057220459,0.0
-2.2699999809265137,0.0
-2.0399999618530273,0.0
-2.509999990463257,0.0
-2.0399999618530273,0.0
-1.1799999475479126,0.0
-1.350000023841858,0.0
-1.4199999570846558,0.0
-0.23000000417232513,0.0
-0.7400000095367432,0.0
-0.25999999046325684,0.0
-0.05999999865889549,0.0
-1.0299999713897705,0.0
-1.059999942779541,0.0
-1.4700000286102295,0.0
-0.46000000834465027,0.0
-1.0299999713897705,0.0
-0.9100000262260437,0.0
-0.7099999785423279,0.0
-0.4000000059604645,0.0
-0.25,0.0
-0.30000001192092896,0.0
-0.33000001311302185,0.0
-1.909999966621399,0.0
-1.7100000381469727,0.0
-1.8200000524520874,0.0
-2.0399999618530273,0.0
-2.9000000953674316,0.0
-2.4700000286102295,0.0
-1.899999976158142,0.0
-1.9600000381469727,0.0
-2.4600000381469727,0.0
-3.0899999141693115,0.0
-3.180000066757202,0.0
-0.7900000214576721,0.0
-1.8899999856948853,0.0
-1.5099999904632568,0.0
-1.7200000286102295,0.0
-1.1100000143051147,0.0
-1.0199999809265137,0.0
-1.159999966621399,0.0
-1.4299999475479126,0.0
-1.8600000143051147,0.0
-2.0799999237060547,0.0
-1.6299999952316284,0.0
-0.6600000262260437,0.0
-0.75,0.0
-0.7200000286102295,0.0
-0.9700000286102295,0.0
-1.2999999523162842,0.0
-0.949999988079071,0.0
-1.1200000047683716,0.0
-1.2200000286102295,0.0
-0.28999999165534973,0.0
-0.1599999964237213,0.0
-1.190000057220459,0.0
-1.1799999475479126,0.0
-1.4500000476837158,0.0
-1.25,0.0
-1.5399999618530273,0.0
-1.8300000429153442,0.0
-1.649999976158142,0.0
-1.1100000143051147,0.0
-1.1399999856948853,0.0
-1.8899999856948853,0.0
-1.7699999809265137,0.0
-1.9800000190734863,0.0
-1.8600000143051147,0.0
-1.7300000190734863,0.0
-0.9399999976158142,0.0
-2.390000104904175,0.0
-1.0299999713897705,0.0
-1.659999966621399,0.0
-1.940000057220459,0.0
-2.200000047683716,0.0
-2.559999942779541,0.0
-2.259999990463257,0.0
-1.9600000381469727,0.0
-1.6699999570846558,0.0
-1.3700000047683716,0.0
-1.649999976158142,0.0
-1.3300000429153442,0.0
-1.059999942779541,0.0
-2.0,0.0
-1.3600000143051147,0.0
-0.3400000035762787,0.0
1.190000057220459,0.0
0.8199999928474426,0.0
0.8600000143051147,0.0
0.9599999785423279,0.0
1.1100000143051147,0.0
0.3199999928474426,0.0
0.33000001311302185,0.0
-1.5199999809265137,0.0
-2.049999952316284,0.0
-1.4700000286102295,0.0
-0.9900000095367432,0.0
-1.0099999904632568,0.0
-0.8999999761581421,0.0
-0.6000000238418579,0.0
-0.5600000023841858,0.0
-0.38999998569488525,0.0
-0.23999999463558197,0.0
-0.46000000834465027,0.0
-0.3700000047683716,0.0
-0.41999998688697815,0.0
-0.5600000023841858,0.0
-0.8999999761581421,0.0
-0.6899999976158142,0.0
-0.7900000214576721,0.0
-0.8100000023841858,0.0
-1.1100000143051147,0.0
-1.1799999475479126,0.0
-1.0199999809265137,0.0
-1.159999966621399,0.0
-0.75,0.0
-0.7400000095367432,0.0
-0.029999999329447746,0.0
-0.1899999976158142,0.0
-0.3499999940395355,0.0
-1.0,0.0
-1.3799999952316284,0.0
0.09000000357627869,0.0
-0.41999998688697815,0.0
-0.5799999833106995,0.0
-0.05000000074505806,0.0
-0.5600000023841858,0.0
-1.0499999523162842,0.0
-1.600000023841858,0.0
0.019999999552965164,0.0
-0.20999999344348907,0.0
-0.7300000190734863,0.0
-1.159999966621399,0.0
-1.7000000476837158,0.0
-1.840000033378601,0.0
-0.9599999785423279,0.0
-1.0199999809265137,0.0
-1.5099999904632568,0.0
-2.5799999237060547,0.0
-2.700000047683716,0.0
-3.25,0.0
-3.2799999713897705,0.0
-4.489999771118164,0.0
-2.930000066757202,0.0
-2.359999895095825,0.0
-3.009999990463257,0.0
-2.549999952316284,0.0
-2.680000066757202,0.0
-2.619999885559082,0.0
-2.7200000286102295,0.0
-2.390000104904175,0.0
-2.8399999141693115,0.0
-1.9500000476837158,0.0
-1.1699999570846558,0.0
-0.6399999856948853,0.0
-0.800000011920929,0.0
-0.7900000214576721,0.0
-0.4699999988079071,0.0
-0.6499999761581421,0.0
-0.4099999964237213,0.0
-0.5400000214576721,0.0
-0.3400000035762787,0.0
0.1599999964237213,0.0
-0.009999999776482582,0.0
0.03999999910593033,0.0
0.07000000029802322,0.0
-0.2800000011920929,0.0
-0.3100000023841858,0.0
-0.4300000071525574,0.0
-0.10999999940395355,0.0
0.23999999463558197,0.0
0.5600000023841858,0.0
0.6100000143051147,0.0
1.149999976158142,0.0
1.340000033378601,0.0
1.7100000381469727,0.0
1.8899999856948853,0.0
1.9199999570846558,0.0
1.7200000286102295,0.0
1.2799999713897705,0.0
0.3799999952316284,0.0
-0.05999999865889549,0.0
-0.8500000238418579,0.0
-0.4300000071525574,0.0
-0.33000001311302185,0.0
-0.5199999809265137,0.0
-0.7099999785423279,0.0
-0.4699999988079071,0.0
-0.25999999046325684,0.0
0.3400000035762787,0.0
1.059999942779541,0.0
0.009999999776482582,0.0
-0.5699999928474426,0.0
-0.7099999785423279,0.0
-0.2800000011920929,0.0
-0.7699999809265137,0.0
0.15000000596046448,0.0
-0.36000001430511475,0.0
-0.6200000047683716,0.0
-0.25999999046325684,0.0
-0.4099999964237213,0.0
-0.5600000023841858,0.0
-0.17000000178813934,0.0
-0.36000001430511475,0.0
-0.4399999976158142,0.0
-0.699999988079071,0.0
0.1899999976158142,0.0
0.5699999928474426,0.0
0.46000000834465027,0.0
0.699999988079071,0.0
0.4399999976158142,0.0
-0.23999999463558197,0.0
0.5099999904632568,0.0
0.12999999523162842,0.0
-0.5,0.0
-1.0199999809265137,0.0
-0.18000000715255737,0.0
-0.7300000190734863,0.0
-0.8899999856948853,0.0
-0.5,0.0
-0.27000001072883606,0.0
-0.4399999976158142,0.0
0.25,0.0
-0.6200000047683716,0.0
-0.27000001072883606,0.0
-1.1699999570846558,0.0
-1.899999976158142,0.0
-2.5,0.0
-2.2100000381469727,0.0
-2.75,0.0
-2.1600000858306885,0.0
-1.2000000476837158,0.0
-1.659999966621399,0.0
-1.3700000047683716,0.0
0.2800000011920929,0.0
0.44999998807907104,0.0
1.7200000286102295,0.0
1.9700000286102295,0.0
1.899999976158142,0.0
2.069999933242798,0.0
-0.30000001192092896,0.0
0.25,0.0
0.8299999833106995,0.0
1.600000023841858,0.0
0.8999999761581421,0.0
0.25,0.0
0.6200000047683716,0.0
0.9300000071525574,0.0
2.9200000762939453,0.0
2.4700000286102295,0.0
2.2300000190734863,0.0
3.1500000953674316,0.0
3.619999885559082,0.0
1.9600000381469727,0.0
0.4099999964237213,0.0
-0.41999998688697815,0.0
0.23000000417232513,0.0
1.440000057220459,0.0
0.9900000095367432,0.0
0.2800000011920929,0.0
1.2400000095367432,0.0
-0.9399999976158142,0.0
0.5299999713897705,0.0
-1.3799999952316284,0.0
-2.5,0.0
0.46000000834465027,0.0
0.5699999928474426,0.0
1.090000033378601,0.0
1.340000033378601,0.0
1.0499999523162842,0.0
0.6600000262260437,0.0
-0.6899999976158142,0.0
-0.23000000417232513,0.0
-0.5600000023841858,0.0
-0.18000000715255737,0.0
-0.5299999713897705,0.0
-0.5199999809265137,0.0
0.009999999776482582,0.0
0.5299999713897705,0.0
0.30000001192092896,0.0
-0.47999998927116394,0.0
-1.0,0.0
-0.17000000178813934,0.0
1.7999999523162842,0.0
1.6200000047683716,0.0
0.20000000298023224,0.0
0.029999999329447746,0.0
-0.1599999964237213,0.0
-0.2800000011920929,0.0
-0.7400000095367432,0.0
-0.3700000047683716,0.0
0.5,0.0
-0.3199999928474426,0.0
-0.09000000357627869,0.0
0.5,0.0
-0.6399999856948853,0.0
0.3700000047683716,0.0
-0.18000000715255737,0.0
0.09000000357627869,0.0
-0.20999999344348907,0.0
-1.0099999904632568,0.0
-1.850000023841858,0.0
-3.240000009536743,0.0
-3.640000104904175,0.0
-3.0299999713897705,0.0
-2.3299999237060547,0.0
-2.009999990463257,0.0
-1.8600000143051147,0.0
-1.1399999856948853,0.0
-2.9800000190734863,0.0
-1.6299999952316284,0.0
-0.5,0.0
-1.3200000524520874,0.0
-1.190000057220459,0.0
-1.149999976158142,0.0
-0.49000000953674316,0.0
-0.5,0.0
-2.7100000381469727,0.0
-2.950000047683716,0.0
-0.03999999910593033,0.0
1.1100000143051147,0.0
1.149999976158142,0.0
0.9200000166893005,0.0
0.3100000023841858,0.0
-0.3100000023841858,0.0
-0.019999999552965164,0.0
0.1899999976158142,0.0
0.15000000596046448,0.0
2.0399999618530273,0.0
3.0199999809265137,0.0
2.890000104904175,0.0
1.2300000190734863,0.0
-1.440000057220459,0.0
-1.090000033378601,0.0
-1.0299999713897705,0.0
-0.5799999833106995,0.0
-0.9300000071525574,0.0
-2.109999895095825,0.0
-2.5299999713897705,0.0
-2.2200000286102295,0.0
-0.5699999928474426,0.0
0.20000000298023224,0.0
0.5600000023841858,0.0
0.2199999988079071,0.0
0.800000011920929,0.0
0.47999998927116394,0.0
-0.5400000214576721,0.0
-2.309999942779541,0.0
-0.9100000262260437,0.0
0.5699999928474426,0.0
0.5799999833106995,0.0
-0.7200000286102295,0.0
-2.5,0.0
-3.5,0.0
-3.049999952316284,0.0
-3.75,0.0
-3.880000114440918,0.0
-3.869999885559082,0.0
-3.799999952316284,0.0
-2.630000114440918,0.0
-3.2300000190734863,0.0
-3.8299999237060547,0.0
-3.2799999713897705,0.0
-3.5,0.0
-2.9200000762939453,0.0
-2.809999942779541,0.0
-2.569999933242798,0.0
-2.4200000762939453,0.0
-2.0199999809265137,0.0
-1.809999942779541,0.0
-2.0899999141693115,0.0
-1.8899999856948853,0.0
-1.2999999523162842,0.0
-0.8199999928474426,0.0
0.28999999165534973,0.0
0.5699999928474426,0.0
1.2999999523162842,0.0
1.2200000286102295,0.0
1.5199999809265137,0.0
1.7400000095367432,0.0
1.809999942779541,0.0
2.369999885559082,0.0
2.25,0.0
1.9600000381469727,0.0
1.7300000190734863,0.0
1.7100000381469727,0.0
1.8799999952316284,0.0
1.899999976158142,0.0
1.5199999809265137,0.0
1.309999942779541,0.0
2.180000066757202,0.0
2.4100000858306885,0.0
2.609999895095825,0.0
2.2899999618530273,0.0
2.6700000762939453,0.0
0.6499999761581421,0.0
0.7200000286102295,0.0
1.0199999809265137,0.0
-0.2199999988079071,0.0
-0.5299999713897705,0.0
-1.25,0.0
-0.949999988079071,0.0
-2.240000009536743,0.0
-2.5199999809265137,0.0
-1.9299999475479126,0.0
-2.319999933242798,0.0
-2.109999895095825,0.0
-2.930000066757202,0.0
-2.640000104904175,0.0
-1.0099999904632568,0.0
-1.0700000524520874,0.0
-1.0199999809265137,0.0
-2.369999885559082,0.0
-2.4600000381469727,0.0
-2.140000104904175,0.0
-1.2799999713897705,0.0
-0.7900000214576721,0.0
-0.30000001192092896,0.0
0.20999999344348907,0.0
0.05999999865889549,0.0
0.4699999988079071,0.0
1.1200000047683716,0.0
1.340000033378601,0.0
0.9700000286102295,0.0
0.8700000047683716,0.0
0.8399999737739563,0.0
1.1399999856948853,0.0
1.4199999570846558,0.0
1.159999966621399,0.0
2.1700000762939453,0.0
2.109999895095825,0.0
1.0800000429153442,0.0
0.3499999940395355,0.0
0.1599999964237213,0.0
0.75,0.0
1.0399999618530273,0.0
1.5299999713897705,0.0
1.559999942779541,0.0
0.11999999731779099,0.0
0.41999998688697815,0.0
0.5899999737739563,0.0
0.5600000023841858,0.0
0.7799999713897705,0.0
0.5799999833106995,0.0
0.5799999833106995,0.0
0.23000000417232513,0.0
0.10999999940395355,0.0
-0.3799999952316284,0.0
-0.5699999928474426,0.0
-0.3199999928474426,0.0
0.6299999952316284,0.0
1.4600000381469727,0.0
0.5099999904632568,0.0
0.03999999910593033,0.0
0.3400000035762787,0.0
0.3400000035762787,0.0
